6,7,Datetime,Favourite Count,Retweets,Source,Text,harsh tag,submitter_name
,,18/07/2020 11:46,,775.0,b'Mimimkenya7',"b""Ladies!!! #IkoKaziKE #IkoKazi Today, I really admired this lady's will while she was busy at her daily hustle. https://t.co/dnd2lFiKC1""","['IkoKaziKE', 'IkoKazi']",Brian Cheye
,,18/07/2020 11:18,,5.0,b'MtandaoPromoter',"b'#IkoKaziKe #IkoKazi Looking for a Audit Trainee living around Mlolongo,Kitengela or Athi river area, DM for more info'","['IkoKaziKe', 'IkoKazi']",Brian Cheye
,,18/07/2020 09:08,,15675.0,b'KameneAndJalas',b'@moneychapKE are an online crowdfunding and fundraising platform.  -Log on to https://t.co/N6kinjX0uu  For inquiries write to them on hi@moneychap.co.ke  #KameneAndJalas #ikoJob #TwendeKaziKe #businesschatke #IkoKaziKE #IkoKazi https://t.co/I8zTTx18Ua',"['KameneAndJalas', 'ikoJob', 'TwendeKaziKe', 'businesschatke', 'IkoKaziKE', 'IkoKazi']",Brian Cheye
,,18/07/2020 09:07,,79.0,b'moneychapKE',"b'We are an online crowdfunding and fundraising platform that allows both entrepreneurs, Creatives, individuals and organizations raise funds easily and securely for causes and businesses.   -Log on to https://t.co/fWvNl1wgXa  For inquiries: hi@moneychap.co.ke #IkoKazi #IkoKaziKE https://t.co/bpAuXOWN9g'","['IkoKazi', 'IkoKaziKE']",Brian Cheye
,,18/07/2020 08:46,,2.0,b'amunsoft',b'Striding into the weekend with a productive first week - our social media is all set. This is the mood today as we aim for an even productive second week.  #webdeveloper #business #IkoKazi #IkoKaziKE https://t.co/DE2IEpH0QZ',"['webdeveloper', 'business', 'IkoKazi', 'IkoKaziKE']",Brian Cheye
,,18/07/2020 07:14,,227.0,b'nwrealite',"b""WE'RE HIRING For more details on how to apply visit: https://t.co/VjQkYNhwjD NW Realite #WeTouchItWeAddValue #IkokaziKE #Ikokazi https://t.co/CXzBCa9dNo""","['WeTouchItWeAddValue', 'IkokaziKE', 'Ikokazi']",Brian Cheye
,,17/07/2020 23:09,,630.0,b'MrDeemwiti',b'#IkoKaziKE Am looking for someone who can do some good wall painting within kabete area.  Dm if qualified.#IkoKazi',"['IkoKaziKE', 'IkoKazi']",Brian Cheye
,,17/07/2020 22:08,,2416.0,b'KaziQuest',b'Looking for more job opportunities? Check out the Dentist Job Click here to apply https://t.co/rPYstmiKTU  #IkoKaziKE #IkoKazi #Hiring #JobOpening https://t.co/ZNh0giAeI9',"['IkoKaziKE', 'IkoKazi', 'Hiring', 'JobOpening']",Brian Cheye
,,17/07/2020 22:08,,2416.0,b'KaziQuest',b'Looking for more job opportunities? Check out the Insurance Sales Executive  Job Click here to apply https://t.co/EpzTXvEL3O  #IkoKaziKE #IkoKazi #Hiring #JobOpening https://t.co/LpjXBYHv2d',"['IkoKaziKE', 'IkoKazi', 'Hiring', 'JobOpening']",Brian Cheye
,,17/07/2020 22:08,,2416.0,b'KaziQuest',b'Looking for more job opportunities? Check out the Personal Assistant \xe2\x80\x93 Law Firm Job Click here to apply https://t.co/tPMY6lNlFW  #IkoKaziKE #IkoKazi #Hiring #JobOpening https://t.co/W1ZBw0vW3B',"['IkoKaziKE', 'IkoKazi', 'Hiring', 'JobOpening']",Brian Cheye
,,17/07/2020 22:08,,2416.0,b'KaziQuest',b'Looking for more job opportunities? Check out the Community Oral Health Officer Job Click here to apply https://t.co/oiMhm7gXb4  #IkoKaziKE #IkoKazi #Hiring #JobOpening https://t.co/clGvX3d1UN',"['IkoKaziKE', 'IkoKazi', 'Hiring', 'JobOpening']",Brian Cheye
,,17/07/2020 22:08,,2416.0,b'KaziQuest',b'Looking for more job opportunities? Check out the Data Scientist Job Click here to apply https://t.co/y0qxjmrUzC  #IkoKaziKE #IkoKazi #Hiring #JobOpening https://t.co/MTxpzkT4eP',"['IkoKaziKE', 'IkoKazi', 'Hiring', 'JobOpening']",Brian Cheye
,,17/07/2020 22:08,,2416.0,b'KaziQuest',b'Looking for more job opportunities? Check out the Assistant Marketing Executive Job Click here to apply https://t.co/Xw82GYeLWK  #IkoKaziKE #IkoKazi #Hiring #JobOpening https://t.co/RHWDcHXFD0',"['IkoKaziKE', 'IkoKazi', 'Hiring', 'JobOpening']",Brian Cheye
,,17/07/2020 22:08,,2416.0,b'KaziQuest',b'Looking for more job opportunities? Check out the Engineering Design Engineer Job Click here to apply https://t.co/MG0j05Iokt  #IkoKaziKE #IkoKazi #Hiring #JobOpening https://t.co/mZJ8gwFAhv',"['IkoKaziKE', 'IkoKazi', 'Hiring', 'JobOpening']",Brian Cheye
,,17/07/2020 22:08,,2416.0,b'KaziQuest',b'Looking for more job opportunities? Check out the Registered Clinical Officer Job Click here to apply https://t.co/j6dqJ9nXh0  #IkoKaziKE #IkoKazi #Hiring #JobOpening https://t.co/MczSMvzMw0',"['IkoKaziKE', 'IkoKazi', 'Hiring', 'JobOpening']",Brian Cheye
,,17/07/2020 22:08,,2416.0,b'KaziQuest',b'Looking for more job opportunities? Check out the Financial Consultant/TLAs Job Click here to apply https://t.co/wyMewjfvof  #IkoKaziKE #IkoKazi #Hiring #JobOpening https://t.co/joxAyKBiwx',"['IkoKaziKE', 'IkoKazi', 'Hiring', 'JobOpening']",Brian Cheye
,,17/07/2020 22:08,,2416.0,b'KaziQuest',b'Looking for more job opportunities? Check out the Poultry Programme Manager Job Click here to apply https://t.co/qkbFSgnBql  #IkoKaziKE #IkoKazi #Hiring #JobOpening https://t.co/l0BQGdhMl3',"['IkoKaziKE', 'IkoKazi', 'Hiring', 'JobOpening']",Brian Cheye
,,17/07/2020 22:08,,2416.0,b'KaziQuest',b'Looking for more job opportunities? Check out the Multimedia Designer  Job Click here to apply https://t.co/6age8viThH  #IkoKaziKE #IkoKazi #Hiring #JobOpening https://t.co/D0nxX89wrG',"['IkoKaziKE', 'IkoKazi', 'Hiring', 'JobOpening']",Brian Cheye
